Rank,Book_Title,Author
1179,The Maias: Episodes from Romantic Life,Ea de Queir—s
1180,God's Bits of Wood,Ousmane Sembne
1181,Jealousy: A Novel,Alain Robbe-Grillet
1182,Conjure Wife,Fritz Leiber
1183,Pachinko,Min Jin Lee
1184,Story of the Eye,Georges Bataille
1185,Cod: A Biography of the Fish that Changed the World,Mark Kurlansky
1186,Bartleby & Co,Enrique Vila-Matas
1187,One Two Three . . . Infinity: Facts and Speculations of Science,George Gamow
1188,A Vindication of the Rights of Woman,Mary Wollstonecraft
1189,Experience,Martin Amis
1190,Conversation in the Cathedral,Mario Vargas Llosa
1191,Manon Lescaut,Abbe Prevost
1192,The Confessions of Nat Turner,William Styron
1193,Invitation To A Beheading,Vladimir Nabokov
1194,Me Talk Pretty One Day,David Sedaris
1195,Froth on the daydream,Boris Vian
1196,The Life Written By Himself,the Archpriest Avvakum
1197,London Fields,Martin Amis
1198,The Accidental Tourist,Anne Tyler
1199,The Fixer,Bernard Malamud
1200,Evenings On A Farm Near Dikanka,Nikolai Gogol
1201,Eva Trout,Elizabeth Bowen
1202,Eye Of The Needle,Ken Follett
1203,Empire of the Sun,J. G. Ballard
1204,Arc of Justice,Kevin Boyle
1205,Lenin's Tomb: The Last Days of the Soviet Empire,David Remnick
1206,Germany  a Winter Tale,Heinrich Heine
1207,On the Black Hill,Bruce Chatwin
1208,A Perfect Spy,John le CarrŽ
1209,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie
1210,The Children's Book,A. S. Byatt
1211,Hamnet,Maggie O'Farrell
1212,Three Lives,Gertrude Stein
1213,King Solomon's Ring,Konrad Lorenz
1214,The Poems of Francois Villon,Franois Villon
1215,The Selfish Gene,Richard Dawkins
1216,Black Beauty: The Autobiography of a Horse,Anna Sewell
1217,The Deptford Trilogy,Robertson Davies
1218,Presumed Innocent,Scott Turow
1219,The Collected Poems of William Carlos Williams: 1909-1939,William Carlos Williams
1220,The Complete Poems,Philip Larkin
1221,The Poisoned Chocolates Case,Anthony Berkeley
1222,Residence on Earth,Pablo Neruda
1223,Family Sayings,Natalia Ginzburg
1224,Fables of La Fontaine,Jean de La Fontaine
1225,Blindness,JosŽ Saramago
1226,Common Sense,Thomas Paine
1227,The Eagle Has Landed,Jack Higgins
1228,A Judgement In Stone,Ruth Rendell
1229,The Myth of Sisyphus,Albert Camus
1230,The Ants,E. O. WilsonBert Hšlldobler
1231,The Book of the City of Ladies,Christine De Pizan
1232,Soledades,Luis de G—ngora
1233,Unless,Carol Shields
1234,Twilight,Stephenie Meyer
1235,Les Tragiques,Agrippa d'AubignŽ
1236,Coplas por la muerte de su padre,Jorge Manrique
1237,Belle du Seigneur,Albert Cohen
1238,Wild Swans: Three Daughters of China,Jung Chang
1239,The House of Morgan,Ron Chernow
1240,The Hamlet,William Faulkner
1241,Marivaux: Three Plays,Pierre Carlet de Chamblain de Marivaux
1242,Under Satan's Sun,Georges Bernanos
1243,A Ghost at Noon,Alberto Moravia
1244,James Joyce,Richard Ellmann
1245,Notes from a Small Island,Bill Bryson
1246,Boy's Life,Robert R. McCammon
1247,The Lost Honour of Katharina Blum,Heinrich Bšll
1248,The Opposing Shore,Julien Gracq
1249,James and the Giant Peach,Roald Dahl
1250,The Ravishing of Lol Stein,Marguerite Duras
1251,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk
1252,The Book of Job,Israel
1253,The Jungle Book,Rudyard Kipling
1254,Faceless Killers, Henning Mankell
1255,The Collected Stories of Katherine Anne Porter,Katherine Anne Porter
1256,The Recognition of Sakuntala,K_lid_sa
1257,Institutes of the Christian Religion,John Calvin
1258,Masnavi,Jalal al-Din Muhammad Rumi
1259,Mythologies,Roland Barthes
1260,Critique of Pure Reason,Immanuel Kant
1261,Daphnis and Chloe,Longus
1262,Bostan,Saadi
1263,Njal's Saga,Iceland
1264,Strumpet City,James Plunkett
1265,Preparation for the Next Life,Atticus Lish
1266,Voices from Chernobyl,Svetlana Alexievich
1267,The Dark Is Rising,Susan Cooper
1268,The Lonely Passion of Judith Hearne,Brian Moore
1269,Netherland,Joseph O'Neill
1270,Kiss of the Spider Woman,Manuel Puig
1271,Howl's Moving Castle,Diana Wynne Jones
1272,Before Night Falls, Reinaldo Arenas
1273,Sometimes a Great Notion,Ken Kesey
1274,The Famished Road,Ben Okri
1275,Winter's Tale,Mark Helprin
1276,Hippocratic Corpus,Hippocrates
1277,Eclipse of the Crescent Moon,GŽza G‡rdonyi
1278,Quo Vadis,Henryk Sienkiewicz
1279,The Mosquito Coast,Paul Theroux
1280,Why We Can't Wait,Martin Luther King
1281,Everyman,Philip Roth
1282,No One Writes to the Colonel,Gabriel Garcia Marquez
1283,The Spectator Bird,Wallace Stegner
1284,Girl  Woman  Other,Bernardine Evaristo
1285,Dragon's Teeth,Upton Sinclair
1286,No Country for Old Men,Cormac McCarthy
1287,Death On The Nile,Agatha Christie
1288,Dom Casmurro,Machado de Assis
1289,The Golden Compass,Philip Pullman
1290,Great Plains,Ian Frazier
1291,Ingenious Pain,Andrew Miller
1292,Enneads,Plotinus
1293,The Invention Of Nature: Alexander Von HumboldtÕs New World,Andrea Wulf
1294,The Crucible,Arthur Miller
1295,Euclid's Elements,Euclid
1296,The Harmony of the Worlds,Johannes Kepler
1297,I Ching,China
1298,Stories of Washington Irving,Washington Irving
1299,The Tragical History of Doctor Faustus,Christopher Marlowe
1300,Some Prefer Nettles,Junichiro Tanizaki
1301,Notes of a Native Son,James Baldwin
1302,The Making of the English Working Class,E. P. Thompson
1303,American Genius: A Comedy,Lynne Tillman
1304,Dog Soldiers,Robert Stone
1305,The Last Samurai,Helen DeWitt
1306,Do Everything in the Dark,Gary Indiana
1307,Veronica,Mary Gaitskill
1308,Home Land,Sam Lipsyte
1309,The Lives of a Cell,Lewis Thomas
1310,The Neverending Story,Michael Ende
1311,Heidi,Johanna Spyri
1312,Momo,Michael Ende
1313,The Age of Reform,Richard Hofstadter
1314,This Boy's Life,Tobias Wolff
1315,Profiles in Courage,John F. Kennedy
1316,Main Currents in American Thought,Vernon L Parrington
1317,Four Quartets,T. S. Eliot
1318,The Princess Diaries,Meg Cabot
1319,The Twits,Roald Dahl
1320,Mont-Saint-Michel and Chartres,Henry Adams
1321,Where the Red Fern Grows,Wilson Rawls
1322,Danny  The Champion Of The World,Roald Dahl
1323,A Streetcar Named Desire,Tennessee Williams
1324,The Wheel of Time Series,Robert Jordan
1325,The Sickness Unto Death,Soren Kierkegaard
1326,There There,Tommy Orange
1327,Shadow and ACT,Ralph Ellison
1328,Kafka On The Shore,Haruki Murakami
1329,Home and the World,Rabindranath Tagore
1330,Words,Jean Paul Sartre
1331,EncyclopŽdie,Denis Diderot
1332,A Life of Picasso,John Richardson
1333,The Stone Sky,N. K. Jemisin
1334,Selected Stories of Lu Hsun,Xun Lu
1335,A Gentleman in Moscow,Amor Towles
1336,The Sound Of Things Falling,Juan Gabriel V‡squez
1337,Les Enfants Terribles,Jean Cocteau
1338,Thousand Cranes,Yasunari Kawabata
1339,Growth of the Soil,Knut Hamsun
1340,Embers,Sandor Marai
1341,Christ Stopped at Eboli: The Story of a Year,Carlo Levi
1342,The Worst Journey in the World,Apsley Cherry-Garrard
1343,Omeros,Derek Walcott
1344,The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald
1345,The Fortress of Solitude,Jonathan Lethem
1346,Testament Of Youth,Vera Brittain
1347,Deliverance,James Dickey
1348,Poems of Eugenio Montale,Eugenio Montale
1349,Eminent Victorians,Lytton Strachey
1350,Flowers for Algernon,Daniel Keyes
1351,Betrayed by Rita Hayworth,Manuel Puig
1352,The Physician,Noah Gordon
1353,The Last Books of Hector Viel Temperley,Hector Viel Temperley_
1354,Los lanzallamas,Roberto Arlt
1355,Bless Me  Ultima,Rudolfo Anaya
1356,The Country of the Pointed Firs,Sarah Orne Jewett
1357,The Power of One,Bryce Courtenay
1358,Studs Lonigan,James T. Farrell
1359,Daniel Deronda,George Eliot
1360,Cathedral,Raymond Carver
1361,The Three-Body Problem,Cixin Liu
1362,Death's End,Cixin Liu
1363,Blue Highways: A Journey into America,William Least Heat-Moon
1364,The Making of Americans,Gertrude Stein
1365,When Breath Becomes Air,Paul Kalanithi
1366,The Magician of Lublin,Isaac Bashevis Singer
1367,Amerika,Franz Kafka
1368,The Graveyard Book,Neil Gaiman
1369,The Heat of the Day,Elizabeth Bowen
1370,Unbroken: A World War II Story of Survival  Resilience  and Redemption,Laura Hillenbrand
1371,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin
1372,Death Of A Salesman,Arthur Miller
1373,The Women's Room,Marilyn French
1374,Cloudstreet,Tim Winton
1375,Forever...,Judy Blume
1376,Poems of Rumi,Jalal al-Din Muhammad Rumi
1377,Microbe Hunters,Paul de Kruif
1378,Nero Wolfe,Rex Stout
1379,The Progress of Love,Alice Munro
1380,Death on Credit,Louis-Ferdinand CŽline
1381,Duke of Deception,Geoffrey Wolff
1382,The Works of Max Beerbohm,Max Beerbohm
1383,Lad: a Dog,Albert Payson Terhune
1384,What We Talk About When We Talk About Love,Raymond Carver
1385,The Works of Moliere,Molire
1386,The Collected Works of St. John of the Cross,St. John of the Cross
1387,On Food and Cooking: The Science and Lore of the Kitchen,Harold McGee
1388,Lunch Poems,Frank O'Hara
1389,Complete Stories,Dorothy Parker
1390,Hollywood Babylon,Kenneth Anger
1391,Mr Bridge,Evan S. Connell
1392,The Poetry of Derek Walcott 1948-2013,Derek Walcott
1393,El Bulli: 1998-2002,Ferran AdriaJuli SolerAlbert Adria
1394,Larousse Gastronomique: The World's Greatest Culinary Encyclopedia,Jo‘l Robuchon
1395,Mrs. Bridge,Evan S. Connell
1396,Our Band Could Be Your Life: Scenes from the American Indie Underground  1981-1991,Michael Azerrad
1397,Essential Cuisine,Michel Bras
1398,Histories,Cornelius Tacitus
1399,Collected Poems,Arthur Rimbaud
1400,Memoirs of Cardinal De Retz,Cardinal de Retz
1401,The Memoirs of the Duke of Saint-Simon on the Reign of Louis XIV. and the Regency,Louis de Rouvroy Saint-Simon (duc de)
1402,The Complete Plays of Jean Racine,Jean Racine
1403,The Complete Poetry of CŽsar Vallejo,CŽsar Vallejo
1404,Petrarch's Songbook,Francesco Petrarca
1405,Juan De Mairena,Antonio Machado
1406,Trilce,CŽsar Vallejo
1407,The Poems of Jaime Gil de Biedma_,Jaime Gil de Biedma_
1408,Rimas,Gustavo Adolfo BŽcquer
1409,Illuminations,Arthur Rimbaud
1410,The First Man,Albert Camus
1411,Bohemian Lights,Ram—n del Valle-Incl‡n
1412,Poems of G—ngora,Luis de G—ngora
1413,Spain  Take This Chalice from Me,CŽsar Vallejo
1414,Sonnets,Juli‡n Olivares
1415,Demian,Hermann Hesse
1416,Last Evenings with Teresa,Juan Marse
1417,The Shadow Line,Joseph Conrad
1418,Mortal y rosa,Francisco Umbral
1419,Plays,Pierre Corneille
1420,Flicker,Theodore Roszak
1421,El Busc—n,Francisco de Quevedo
1422,Phaedrus,Plato
1423,One Hundred and One Poems by Paul Verlaine,Paul Verlaine
1424,The Interior Castle,Teresa of Avila
1425,The Habit of Being,Flannery O'Connor
1426,Selected Poems,Pierre Ronsard
1427,Poems of Friedrich Hšlderlin,Friedrich Holderlin
1428,What Is the What,Dave Eggers
1429,Les Filles du feu,Gerard de Nerval
1430,The Complete Writings of Alfred de Musset,Alfred de Musset
1431,The Sheltering Sky,Paul Bowles
1432,Metaphysics,Aristotle
1433,Curial e GŸelfa,Anonymous
1434,AmŽrica Hisp‡nica: (1492-1898),Guillermo CŽspedes del Castillo
1435,S—ngoro cosongo,Nicol‡s GuillŽn
1436,Song of Songs,Christian Church
1437,Doomsday Book,Connie Willis
1438,Speaker for the Dead,Orson Scott Card
1439,A Canticle for Leibowitz,Walter M. Miller
1440,Startide Rising,David Brin
1441,The Lottery and Other Stories,Shirley Jackson
1442,Birthday Letters,Ted Hughes
1443,Legends of The Fall,Jim Harrison
1444,The Railway Children,Edith Nesbit
1445,The Figaro Trilogy: The Barber of Seville  The Marriage of Figaro  The Guilty Mother,Pierre-Augustin Caron de Beaumarchais
1446,Les DestinŽes,Alfred de Vigny
1447,Maximes,Franois duc de La Rochefoucauld
1448,Les Caractres,Jean de La Bruyre
1449,Lettres de madame de SŽvignŽ,Marie de Rabutin-Chantal marquise de SŽvignŽ
1450,La siesta de M. Andesmas,Marguerite Duras
1451,Ubu Roi,Alfred Jarry
1452,The Way of a Pilgrim,Anonymous
1453,Calila e Dimna,Anonymous
1454,The Collected Works of Paul ValŽry,Paul ValŽry
1455,The Provincial Letters,Blaise Pascal
1456,Carmen,Prosper MŽrimŽe
1457,La lŽgende des sicles,Victor Hugo
1458,Correspondence,Voltaire
1459,Calligrammes,Guillaume Apollinaire
1460,Elizabeth Costello,J M Coetzee
1461,The Invention of Solitude,Paul Auster
1462,Poems,Miguel de Unamuno
1463,Letters from a Stoic,Seneca
1464,The Crisis of European Sciences and Transcendental Phenomenology,Edmund Husserl
1465,Guzm‡n de Alfarache,Mateo Alem‡n
1466,Gospels,
1467,Philosophical Writings,Novalis
1468,Three plays: The hostage  Crusts  The humiliation of the father,Paul Claudel
1469,Wry-Blue Loves: Les Amours Jaunes,Tristan Corbire
1470,Collected Stories,Raymond Chandler
1471,Les Contemplations,Victor Hugo
1472,Days Without End,Sebastian Barry
1473,La Nuit obscure,Jean de la Croix
1474,Manhattan Transfer,John Dos Passos
1475,The Diary of a Country Priest,Georges Bernanos
1476,A History of the English-Speaking Peoples,Winston Churchill
1477,Poetry,Quintus Lutatius Catulus
1478,Mrs Palfrey at the Claremont,Elizabeth Taylor
1479,In Parenthesis,David Jones
1480,The Eustace Diamonds,Anthony Trollope
1481,Monsignor Quixote,Graham Greene
1482,Pamela,Samuel Richardson
1483,Joseph Andrews,Henry Fielding
1484,The Professor's House,Willa Cather
1485,The Artist's Way,Julia Cameron
1486,Marius the Epicurean, Walter Pater
1487,Kafka's Other Trial,Elias Canetti
1488,The Swerve: How the World Became Modern,Stephen Greenblatt
1489,Tender Buttons,Gertrude Stein
1490,Mansfield Park,Jane Austen
1491,The Iceman Cometh,Eugene O'Neill
1492,My Book House,Olive BeauprŽ Miller
1493,War with the Newts,Karel _apek
1494,Blackout/All Clear,Connie Willis
1495,The Unconscious,Sigmund Freud
1496,Surfacing,Margaret Atwood
1497,Billy Bathgate,E. L. Doctorow
1498,The Times Are Never So Bad: A Novella and Eight Short Stories,Andre Dubus
1499,The Negro Caravan: Writings by American Negroes,Sterling Allen BrownArthur Paul DavisUlysses Lee
1500,The Prince and the Pauper: A Tale for Young People of All Ages,Mark Twain
1501,I Malavoglia,Giovanni Verga
1502,Network Effect,Martha Wells
1503,Baltasar and Blimunda,JosŽ Saramago
1504,Adam Bede,George Eliot
1505,Blue of Noon,Georges Bataille
1506,Nana,ƒmile Zola
1507,The Calculating Stars,Mary Robinette Kowal
1508,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe
1509,The Guide,R. K. Narayan
1510,Tha•s,Anatole France
1511,The Street of Crocodiles,Bruno Schulz
1512,A Sentimental Journey Through France and Italy,Laurence Sterne
1513,Locus Solus,Raymond Roussel
1514,The Vicar of Wakefield,Oliver Goldsmith
1515,Eight Men: Short Stories,Richard Wright
1516,The Haunted Land,Tina Rosenberg
1517,Myra Breckinridge,Gore Vidal
1518,Indian Summer,Adalbert Stifter
1519,The Dead Father,Donald Barthelme
1520,Evelina,Fanny Burney
1521,The Palm-Wine Drinkard,Amos Tutola
1522,North and South,Elizabeth Gaskell
1523,Open Secrets: Stories,Alice Munro
1524,The Book of Daniel,E. L. Doctorow
1525,Women in Their Beds,Gina Berriault
1526,Improvement,Joan Silber
1527,The Poetry of Alexander Pushkin,Alexander Pushkin
1528,Going After Cacciato,Tim O'Brien
1529,The March,E. L. Doctorow
1530,A Mercy,Toni Morrison
1531,The Poorhouse Fair: A Novel,John Updike
1532,Alcestis,Euripides
1533,The Unfortunate Traveller,Thomas Nashe
1534,The Hive, Camilo JosŽ Cela
1535,Melmoth the Wanderer,Charles Robert Maturin
1536,Dark symphony: Negro literature in America,James A. Emanuel (Comp)Theodore L. Gross
1537,The Immoralist,AndrŽ Gide
1538,The Kingdom of This World,Alejo Carpentier
1539,The Voices of Marrakesh: A Record of a Visit,Elias Canetti
1540,The Rings of Saturn,W. G. Sebald
1541,Body Rags,Galway Kinnell
1542,Dreamtigers,Jorge Luis Borges
1543,The Collected Plays of W.B. Yeats,William Butler Yeats
1544,The Rebel,Albert Camus
1545,A Fire on the Moon,Norman Mailer
1546,News from Nowhere,William Morris
1547,The Floating Opera,John Barth
1548,Billiards at Half-Past Nine,Heinrich Bšll
1549,Phineas Finn,Anthony Trollope
1550,The Bone is Pointed: An Inspector Bonaparte Mystery #6,Arthur William Upfield
1551,Erewhon,Samuel Butler
1552,The Expedition of Humphry Clinker,Tobias Smollett
1553,The Richard Trilogy,Paul Horgan
1554,Horseman  Pass By: A Novel,Larry McMurtry
1555,Death of a Lake,Arthur William Upfield
1556,On Growth and Form,D'Arcy Wentworth Thompson
1557,The Van,Roddy Doyle
1558,The Hate U Give,Angie Thomas
1559,The Mask of Dimitrios,Eric Ambler
1560,House of Leaves,Mark Z. Danielewski
1561,How Should a Person Be?,Sheila Heti
1562,The Neapolitan Novels,Elena Ferrante
1563,The Notebook: The Proof ; The Third Lie : Three Novels,Agota Kristof
1564,Honored Guest,Joy Williams
1565,The Black Prince,Iris Murdoch
1566,Villette,Charlotte Bronte
1567,A Dark Adapted Eye,Barbara Vine
1568,Dombey and Son,Charles Dickens
1569,Sixty Stories,Donald Barthelme
1570,All about H. Hatterr, G. V. Desani
1571,The Magic Barrel,Bernard Malamud
1572,The Yellow House,Sarah M. Broom
1573,The Forever War,Dexter Filkins
1574,Tree of Smoke,Denis Johnson
1575,Against Nature,J. K. Huysmans
1576,The Intuitionist: A Novel,Colson Whitehead
1577,The Shadow Lines,Amitav Ghosh
1578,The Great Indian Novel,Shashi Tharoor
1579,Desert Flower,Waris DirieCathleen Miller
1580,From The Mixed Up Files Of Mrs Basil E Frankweiler,EL Konigsburg
1581,Cannery Row,John Steinbeck
1582,Beast In View,Margaret Millar
1583,The Great Fire,Shirley Hazzard
1584,Julius Caesar,William Shakespeare
1585,American Born Chinese,Gene Luen Yang
1586,The Return of the Native,Thomas Hardy
1587,Locking Up Our Own: Crime and Punishment in Black America,James Forman
1588,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri Fink
1589,Behind the Beautiful Forevers: Life  Death  and Hope in a Mumbai Undercity,Katherine Boo
1590,Redeployment,Phil Klay
1591,Love in a Cold Climate,Nancy Mitford
1592,Last Orders,Graham Swift
1593,War Trash,Ha Jin
1594,A Voyage To Arcturus,David Lindsay
1595,Chimera,John Barth
1596,The White Devil,John Webster
1597,The Castle of Otranto: A Gothic Story,Horace Walpole
1598,Percy Jackson and the Olympians  Book One: Lightning Thief  The,Rick Riordan
1599,Junky,William S. Burroughs
1600,The Amber Spyglass,Philip Pullman
1601,The Revolt of the Masses,JosŽ Ortega y Gasset
1602,Rationalism in Politics,Michael Oakeshott
1603,The Argonauts,Maggie Nelson
1604,Economy and Society,Max Weber
1605,Sociobiology,Edward O. Wilson
1606,Centesimus Annus,Pope John Paul II
1607,The Pursuit of the Millennium,Norman Cohn
1608,The Great Terror,Robert Conquest
1609,Chronicles of Wasted Time,Malcolm Muggeridge
1610,The Beauty Of The Husband,Anne Carson
1611,Tell Me How It Ends: An Essay in 40 Questions,Valeria Luiselli
1612,Priestdaddy: A Memoir,Patricia Lockwood
1613,Being and Time,Martin Heidegger
1614,Appointment in Samarra,John O'Hara
1615,The Everlasting Man,G. K. Chesterton
1616,The Hedgehog and the Fox,Isaiah Berlin
1617,Radical Chic and Mau-Mauing the Flak Catchers,Tom Wolfe
1618,The Unheavenly City,Edward C. Banfield
1619,The End of History and the Last Man,Francis Fukuyama
1620,Cross Stitch,Diana Gabaldon
1621,God and Man at Yale,William F. Buckley Jr
1622,Ideas Have Consequences,Richard M. Weaver
1623,The Economy of Cities,Jane Jacobs
1624,The Closing of the American Mind,Allan Bloom
1625,Ethnic America,Thomas Sowell
1626,Three Case Histories,Sigmund Freud
1627,The Struggle for Europe,Chester Wilmot
1628,A Dictionary of the English Language,Samuel Johnson
1629,Systematic Theology,Wolfhart Pannenberg
1630,The Campaign of the Marne,Sewell Tyng
1631,Tractatus Logico-Philosophicus,Ludwig Wittgenstein
1632,Insight: A Study of Human Understanding,Bernard Lonergan
1633,Disraeli,Robert Blake
1634,Democracy and Leadership,Irving Babbitt
1635,The Machiavellians,James Burnham
1636,Reflections of a Russian Statesman,Konstantin P. Pobedonostsev
1637,The ABC of Reading,Ezra Pound
1638,Second World War,John Keegan
1639,The Making of Homeric Verse,Milman Parry
1640,The Strange Ride of Rudyard Kipling,Angus Wilson
1641,Scrutiny,F. R. Leavis
1642,The Edge of the Sword,Charles De Gaulle
1643,Moneyball,Michael M. Lewis
1644,Bureaucracy,Ludwig von Mises
1645,Stranger Things Happen,Kelly Link
1646,Balzac,Stefan Zweig
1647,The Good Society,Walter Lippmann
1648,The Christian Tradition,Jaroslav Pelikan
1649,Strange Defeat,Marc Bloch
1650,Before We Were Free,Julia Alvarez
1651,Looking Back,Norman Douglas
1652,Poetry and the Age,Randall Jarrell
1653,A General Introduction to Psycho-Analysis,Sigmund Freud
1654,It,Stephen King
1655,Love in the Western World,Denis de Rougemont
1656,Wealth and Poverty,George Gilder
1657,Henry IV  Part I,William Shakespeare
1658,Darwin's Black Box,Michael J. Behe
1659,The Way the World Works,Jude Wanniski
1660,To the Finland Station,Edmund Wilson
1661,Civilisation,Kenneth Clark
1662,Pricksongs and Descants,Robert Coover
1663,The Idea of History,R. G. Collingwood
1664,The Russian Revolution,Richard Pipes
1665,The Last Lion,William Manchester
1666,Flight Behavior,Barbara Kingsolver
1667,Lyrical Ballads,William WordsworthSamuel Taylor Coleridge
1668,She,H. Rider Haggard
1669,The Starr Report,Kenneth W. Starr
1670,I Will Bear Witness,Victor Klemperer
1671,Where the Mountain Meets the Moon,Grace LinJanet Song
1672,Arctic Dreams,Barry Lopez
1673,Flowers in the Attic,V. C. Andrews
1674,Home Fire,Kamila Shamsie
1675,The Help,Kathryn Stockett
1676,Anti-intellectualism in American Life,Richard Hofstadter
1677,A Tomb for Boris Davidovich,Danilo Ki_
1678,United States: Essays 1952-1992,Gore Vidal
1679,The Crystal Cave,Mary Stewart
1680,Fifty Shades of Grey:,E L James
1681,Essays and Aphorisms,Arthur Schopenhauer
1682,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman
1683,Against Interpretation,Susan Sontag
1684,The Gift,Vladimir Nabokov
1685,Blood and Guts in High School,Kathy Acker
1686,A Lost Lady,Willa Cather
1687,The Hebrew Bible,Jewish scripture
1688,An Essay Concerning Human Understanding,John Locke
1689,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein
1690,Life and Fate,Vasily Grossman
1691,Mating,Norman Rush
1692,Wittgenstein's Mistress,David Markson
1693,Nightwood,Djuna Barnes
1694,The Selected Works of Cesare Pavese,Cesare Pavese
1695,The Kreutzer Sonata: And Other Stories,Leo Tolstoy
1696,Lanark,Alasdair Gray
1697,The Miser,Molire
1698,A Severed Head,Iris Murdoch
1699,Saint Joan,George Bernard Shaw
1700,The American Way of Death,Jessica Mitford
1701,The Poems of Walt Whitman,Walt Whitman
1702,Two Treatises of Government,John Locke
1703,The School for Wives,Molire
1704,Nothing to be Frightened Of,Julian Barnes
1705,The Assistant,Bernard Malamud
1706,Blindness,Henry Green
1707,Mother Courage and Her Children,Bertolt Brecht
1708,Living,Henry Green
1709,The Elementary Particles,Michel Houellebecq
1710,Don Juan,Molire
1711,The Would-Be Gentleman,Molire
1712,The World as Will and Idea,Arthur Schopenhauer
1713,A Violent Life,Pier Paolo Pasolini
1714,The Master Builder,Henrik Ibsen
1715,The Man in the High Castle,Philip K. Dick
1716,A Modest Proposal and Other Satirical Works,Jonathan Swift
1717,How to Win Friends and Influence People,Dale Carnegie
1718,The Common Sense Book of Baby and Child Care,Benjamin Spock
1719,Ten Days That Shook the World,John Reed
1720,Fast Food Nation,Eric Schlosser
1721,The Wapshot Chronicle,John Cheever
1722,The Accidental,Ali Smith
1723,Foundation's Edge,Isaac Asimov
1724,The Diamond Age,Neal Stephenson
1725,Hyperion,Dan Simmons
1726,Contact,Carl Sagan
1727,Green Mars,Kim Stanley Robinson
1728,The Thinking Reed,Rebecca West
1729,LaBrava,Elmore Leonard
1730,Journey to the Center of the Earth,Jules Verne
1731,Written on the Body,Jeanette Winterson
1732,To Say Nothing of the Dog,Connie Willis
1733,July's People,Nadine Gordimer
1734,Children Of Blood And Bone,Tomi Adeyemi
1735,Story of O,Pauline Reage
1736,The Snow Queen,Joan D. Vinge
1737,The Uplift War,David Brin
1738,The Midwich Cuckoos,John Wyndham
1739,Satyagraha in South Africa,Gandhi
1740,Oroonoko,Aphra Behn
1741,The Complete Poems of Samuel Taylor Coleridge,Samuel Coleridge
1742,In Watermelon Sugar,Richard Brautigan
1743,Coming of Age in Samoa,Margaret Mead
1744,The Interesting Narrative of the Life of Olaudah Equiano,Olaudah Equiano
1745,The Water Margin: Outlaws of the Marsh,Shi Naian
1746,The Magnificent Ambersons,Booth Tarkington
1747,Mein Kampf,Adolf Hitler
1748,The Radiant Way,Margaret Drabble
1749,Barrayar,Lois McMaster Bujold
1750,Flaubert's Parrot,Julian Barnes
1751,Cyteen,C. J. Cherryh
1752,Smoking and Health,Surgeon General
1753,Foucault's Pendulum,Umberto Eco
1754,Collected Stories,William Somerset Maugham
1755,Sabbath's Theater,Philip Roth
1756,Fear of Flying, Erica Jong
1757,Six Of Crows,Leigh Bardugo
1758,The Unsettling of America,Wendell Berry
1759,And Quiet Flows The Don,Mikhail Sholokhov
1760,Ellen Foster,Kaye Gibbons
1761,War and Remembrance,Herman Wouk
1762,Centennial,James A. Michener
1763,The Road from Coorain,Jill Ker Conway
1764,From Here to Eternity,James Jones
1765,The Horse's Mouth,Joyce Cary
1766,Italian Folktales,Italo Calvino
1767,The Alienist,Caleb Carr
1768,Little  Big,John Crowley
1769,Behind of the Scenes at the Museum,Kate Atkinson
1770,The Man Who Was Thursday,G. K. Chesterton
1771,Talk Before Sleep,Elizabeth Berg
1772,Rubyfruit Jungle,Rita Mae Brown
1773,Jonathan Livingston Seagull,Richard Bach
1774,Dusklands,J M Coetzee
1775,Justine,Marquis de Sade
1776,Thomas of Reading  Or  The Sixe Worthie Yeomen of the West,Thomas Deloney
1777,Inside Mr. Enderby,Anthony Burgess
1778,Dog Years,GŸnter Grass
1779,Time of Silence, Luis Mart’n-Santos
1780,A Day Off,Storm Jameson
1781,Patterns of Childhood, Christa Wolf
1782,Charter of the United Nations,United Nations
1783,Exercises in Style,Raymond Queneau
1784,Fado Alexandrino,Ant—nio Lobo Antunes
1785,Nada,Carmen Laforet
1786,A Day in Spring,Ciril Kosma_
1787,Pallieter,Felix Timmermans
1788,Max Havelaar,Multatuli
1789,Eyeless in Gaza,Aldous Huxley
1790,Halftime,Martin Walser
1791,King Solomon's Mines,H. Rider Haggard
1792,The House on the Borderland,Frances Hodgson Burnett
1793,Tarr, Wyndham Lewis
1794,Absolute Beginners,Colin MacInnes
1795,Z,Vassilis Vassilikos
1796,Girl With Green Eyes,Edna O'Brien
1797,Bel Ami,Guy de Maupassant
1798,Mencius,Mencius
1799,One  No One and One Hundred Thousand,Luigi Pirandello
1800,The Singapore Grip,J. G. Farrell
1801,The Time of Indifference,Alberto Moravia
1802,The Forbidden Kingdom,Jan Jacob Slauerhoff
1803,Death and the Dervish,Me_a Selimovi_
